original_sentence,processed_sentence,target,top1_prediction,top3_predictions
"还是 做 人 值得 被 信任 总 有 被 咨询 的 需要 , 无奈 有时 自身 能力 不足 , 无法 给予 答案 , 到 这 <CL> <h>感觉</h> 很 幸福 。","还是 做 人 值得 被 信任 总 有 被 咨询 的 需要 , 无奈 有时 自身 能力 不足 , 无法 给予 答案 , 到 这 [MASK] 感觉 很 幸福 。",种,样,"样, 点, 家"
"仅 半天 没 照理 手机 , 竟 一下 收到 二百多 <CL> 祝愿 和 <h>拜年</h> , 很 感动 呀 。","仅 半天 没 照理 手机 , 竟 一下 收到 二百多 [MASK] 祝愿 和 拜年 , 很 感动 呀 。",条,条,"条, 个, 封"
"候车室 的 书店 看到 一 <CL> 感 兴趣 的 <h>书</h> , 准备 寒假 拿 回去 实践 一下","候车室 的 书店 看到 一 [MASK] 感 兴趣 的 书 , 准备 寒假 拿 回去 实践 一下",本,本,"本, 些, 堆"
"闹钟 七 点 就 响 了 , 我 还 在 被窝 里 下 决心 , 我 就 是 <CL> <h>意志</h> 薄弱 的 人 , 一 想到 又 是 一 天 的 大会 , 更 不 想 起床 了","闹钟 七 点 就 响 了 , 我 还 在 被窝 里 下 决心 , 我 就 是 [MASK] 意志 薄弱 的 人 , 一 想到 又 是 一 天 的 大会 , 更 不 想 起床 了",个,个,"个, 种, 位"
过 了 二十 年 浑浑 噩噩 一 事 无成 的 日子 之后 我 希望 可以 改善 下 这 <CL> 糟糕 <h>情况</h> 不 要 再 这么 混账 下去 了 !,过 了 二十 年 浑浑 噩噩 一 事 无成 的 日子 之后 我 希望 可以 改善 下 这 [MASK] 糟糕 情况 不 要 再 这么 混账 下去 了 !,种,种,"种, 个, 些"
很 奇怪 当 听到 那 <CL> <h>话</h> 的 时候 我 为什么 会 笑 那么 久,很 奇怪 当 听到 那 [MASK] 话 的 时候 我 为什么 会 笑 那么 久,句,句,"句, 些, 段"
我 在 这 拜 <CL> 早年 <h>mk</h> 拜年 mk 拜 年,我 在 这 拜 [MASK] 早年 mk 拜年 mk 拜 年,个,个,"个, 场, 家"
视频 打工仔 建 15 <CL> <h>别墅</h> 赠送 村民 入住 过 新年 分享 自,视频 打工仔 建 15 [MASK] 别墅 赠送 村民 入住 过 新年 分享 自,栋,套,"套, 栋, 层"
帮 爸爸 买 的 彩票 二 <CL> <h>奖</h> 不过 阿爸 说 那 是 我 下下 学期 的 学费,帮 爸爸 买 的 彩票 二 [MASK] 奖 不过 阿爸 说 那 是 我 下下 学期 的 学费,等,等,"等, 级, 头"
明天 还 有 一 大 <CL> <h>旅途</h> 呢 。,明天 还 有 一 大 [MASK] 旅途 呢 。,段,段,"段, 波, 片"
吃 了 一 <CL> 泰诺 <h>晕乎乎</h> 的 困醒 去 这 该 是 多 幸福 的 事情吖,吃 了 一 [MASK] 泰诺 晕乎乎 的 困醒 去 这 该 是 多 幸福 的 事情吖,粒,口,"口, 个, 碗"
哈哈哈 笑死 了姐 今天 也 切 了 一 <CL> 愤怒 的 甜椒 好 愤怒 的 <h>样子</h> 。,哈哈哈 笑死 了姐 今天 也 切 了 一 [MASK] 愤怒 的 甜椒 好 愤怒 的 样子 。,个,个,"个, 些, 颗"
这样 好吗 一 <CL> 方便面 加 <h>茶蛋</h> 给 我 吃 撑 了,这样 好吗 一 [MASK] 方便面 加 茶蛋 给 我 吃 撑 了,袋,碗,"碗, 个, 盒"
"世界 最 有名 的 四 <CL> 塔类 <h>建筑物</h> 埃菲尔 铁塔 台北 101 东京 铁塔 迪拜塔 , 你 想去 哪里 ?","世界 最 有名 的 四 [MASK] 塔类 建筑物 埃菲尔 铁塔 台北 101 东京 铁塔 迪拜塔 , 你 想去 哪里 ?",幢,座,"座, 个, 层"
后面 那 <CL> <h>戴</h> 黄 围脖 的 祝 她 快乐 吧,后面 那 [MASK] 戴 黄 围脖 的 祝 她 快乐 吧,个,个,"个, 位, 些"
读 问好 灌水 表情 灌水 表情 灌水 表情 看到 yanzj 的 博文 一 <CL> 飘 走 的 彩云 有感而发 的 <h>评论</h> 。,读 问好 灌水 表情 灌水 表情 灌水 表情 看到 yanzj 的 博文 一 [MASK] 飘 走 的 彩云 有感而发 的 评论 。,朵,片,"片, 路, 朵"
"兔年 的 最后 一 天 , 持续 感冒 中 , 我 已经 失去 嗅觉 , 估计 要 吃 一 <CL> 食之无味 的 <h>年夜饭</h> 了","兔年 的 最后 一 天 , 持续 感冒 中 , 我 已经 失去 嗅觉 , 估计 要 吃 一 [MASK] 食之无味 的 年夜饭 了",顿,顿,"顿, 个, 次"
发狼们 太 拽 了 寻遍木 有 开业 了 的 刚刚 全部 吹干 一 <CL> <h>辣</h> 毛 累死 老娘 我 了 手臂 都 举 不 起来 了,发狼们 太 拽 了 寻遍木 有 开业 了 的 刚刚 全部 吹干 一 [MASK] 辣 毛 累死 老娘 我 了 手臂 都 举 不 起来 了,头,个,"个, 张, 把"
"千 <CL> <h>激情片</h> 可惜 了 , 美女 老师 被 OOXX 男人 帮 恶夜 惊魂 天堂 口 大情人 疯狂 的 石头 我 的 娜塔莎 Hello 小姐 拿 什么 拯救 你 , 我 的 爱人 刀尖 上 行走 今夜 有 戏 欲望号 列车 写真 毒刺 疯狂 的 石头 青 木瓜 之 味 魔鬼 屠夫 香奈儿 的 秘密 情史","千 [MASK] 激情片 可惜 了 , 美女 老师 被 OOXX 男人 帮 恶夜 惊魂 天堂 口 大情人 疯狂 的 石头 我 的 娜塔莎 Hello 小姐 拿 什么 拯救 你 , 我 的 爱人 刀尖 上 行走 今夜 有 戏 欲望号 列车 写真 毒刺 疯狂 的 石头 青 木瓜 之 味 魔鬼 屠夫 香奈儿 的 秘密 情史",部,部,"部, 套, 页"
各位 过 <CL> 好 <h>年</h> 啊 。,各位 过 [MASK] 好 年 啊 。,个,个,"个, 些, 点"
"父亲 给 小 米 买 了 双 皮鞋 , 一 <CL> <h>星期</h> 之后 爸爸 问 小米 新 鞋 买 了 , 怎么 不 见 你 穿 呀 ?","父亲 给 小 米 买 了 双 皮鞋 , 一 [MASK] 星期 之后 爸爸 问 小米 新 鞋 买 了 , 怎么 不 见 你 穿 呀 ?",个,个,"个, 颗, 把"
"身 未 动 , 心 已 远 , 在 风景 展区 发布 20 <CL> <h>作品</h>","身 未 动 , 心 已 远 , 在 风景 展区 发布 20 [MASK] 作品",组,幅,"幅, 件, 组"
"酒 搞 多 了 , 现在 醒 了 , 口干 舌躁 , 两 <CL> <h>果汁</h> , 真 TM 爽 !","酒 搞 多 了 , 现在 醒 了 , 口干 舌躁 , 两 [MASK] 果汁 , 真 TM 爽 !",杯,杯,"杯, 瓶, 碗"
"六味 地黄丸 , 你丸 我 也丸 , 一 天 六十 <CL> , <h>发发</h> 有 冲劲儿 不 来 一 发么 ?","六味 地黄丸 , 你丸 我 也丸 , 一 天 六十 [MASK] , 发发 有 冲劲儿 不 来 一 发么 ?",粒,粒,"粒, 片, 次"
"爹娘 给 我 上 了 堂课 , 主题 是 我 要 嫁 <CL> 什么样 的 <h>人</h> 。","爹娘 给 我 上 了 堂课 , 主题 是 我 要 嫁 [MASK] 什么样 的 人 。",个,个,"个, 对, 位"
"但是 两 <CL> 之间 <h>拖</h> 了 六 年 , 结构 已经 荡然无存 。","但是 两 [MASK] 之间 拖 了 六 年 , 结构 已经 荡然无存 。",卷,个,"个, 家, 项"
激动 到 我 TV 第三 <CL> <h>到来</h> !,激动 到 我 TV 第三 [MASK] 到来 !,季,次,"次, 季, 波"
"刚刚 在 德克萨斯 扑克 游戏 中 与 同桌 PK , 以 一 <CL> 葫芦 <h>牌型</h> 赢取 了 2080 筹码 !","刚刚 在 德克萨斯 扑克 游戏 中 与 同桌 PK , 以 一 [MASK] 葫芦 牌型 赢取 了 2080 筹码 !",手,个,"个, 张, 套"
刚才 出门 走 一 <CL> 去 邮局 的 <h>决定</h> 是 对 的 人家 今天 最后 一 天 班 我 不仅 买到 了 邮票 还 把 信 和 明信片 放 在 了 邮局 那 没有 风吹雨淋 的 邮箱 里 不过 估计 人家 年 后 才 会 寄 得 出去 了 。,刚才 出门 走 一 [MASK] 去 邮局 的 决定 是 对 的 人家 今天 最后 一 天 班 我 不仅 买到 了 邮票 还 把 信 和 明信片 放 在 了 邮局 那 没有 风吹雨淋 的 邮箱 里 不过 估计 人家 年 后 才 会 寄 得 出去 了 。,遭,趟,"趟, 圈, 步"
见 着 <CL> 学 的 好 不 如 嫁 的 好 的 活 例 咳 太 负面 太 负面 <h>阿弥陀佛</h>,见 着 [MASK] 学 的 好 不 如 嫁 的 好 的 活 例 咳 太 负面 太 负面 阿弥陀佛,个,个,"个, 面, 些"
"要 把 它 过得 尽量 像 自己 想要 的 那 <CL> <h>样子</h> , 才 对","要 把 它 过得 尽量 像 自己 想要 的 那 [MASK] 样子 , 才 对",个,个,"个, 种, 样"
"一 <CL> <h>气</h> 拖完 , 累","一 [MASK] 气 拖完 , 累",口,口,"口, 个, 下"
总结 一 <CL> <h>字</h> 正 !,总结 一 [MASK] 字 正 !,个,个,"个, 行, 下"
一 <CL> <h>人</h> 那 木 早 回家 好 冷呐,一 [MASK] 人 那 木 早 回家 好 冷呐,个,个,"个, 家, 堆"
"冷 到 发抖 , 但是 打开 衣柜 又 不 想 穿 那件 羽绒服 , 于是 下 一 <CL> <h>吃</h> 汤圆 , 结果 一 吃 , 顿时 整个 人 火 起来 热 !","冷 到 发抖 , 但是 打开 衣柜 又 不 想 穿 那件 羽绒服 , 于是 下 一 [MASK] 吃 汤圆 , 结果 一 吃 , 顿时 整个 人 火 起来 热 !",楼,次,"次, 步, 顿"
地球 上 两 <CL> <h>人</h> 能 相遇 不 容易 作 不 成 你 的 情人 我 仍 感激,地球 上 两 [MASK] 人 能 相遇 不 容易 作 不 成 你 的 情人 我 仍 感激,个,个,"个, 种, 颗"
"两 <CL> 寂寞 <h>嘅男人</h> 系 度 饮野 , 倾 到 无野 倾 开始 倾 魔兽 世界 为了 部落","两 [MASK] 寂寞 嘅男人 系 度 饮野 , 倾 到 无野 倾 开始 倾 魔兽 世界 为了 部落",个,个,"个, 位, 名"
我 参与 了 想 khuntoria 或 其中 一 <CL> <h>亲临</h> 快乐 大 本营 ?,我 参与 了 想 khuntoria 或 其中 一 [MASK] 亲临 快乐 大 本营 ?,员,个,"个, 位, 员"
"2 常州市 武进区 6 <CL> <h>地块</h> 新年 打头阵 , 土地 出让 向 乡镇 蔓延 。","2 常州市 武进区 6 [MASK] 地块 新年 打头阵 , 土地 出让 向 乡镇 蔓延 。",宗,宗,"宗, 个, 号"
新手 司机 的 72 <CL> <h>错误</h> 留 着 等 自己 买车 的 时候 能 用 的 上 。,新手 司机 的 72 [MASK] 错误 留 着 等 自己 买车 的 时候 能 用 的 上 。,个,个,"个, 条, 种"
"亲爱 的 们来 听 首 歌 吧 , 一 开始 我 还 以为 是 胡 歌唱 的 确实 挺 好听 的 TVT 但是 带 不 回宫 1 的 那 <CL> <h>感觉</h> 了 听 哭 了 我 也 不 知道 为何 何晟铭佛 说","亲爱 的 们来 听 首 歌 吧 , 一 开始 我 还 以为 是 胡 歌唱 的 确实 挺 好听 的 TVT 但是 带 不 回宫 1 的 那 [MASK] 感觉 了 听 哭 了 我 也 不 知道 为何 何晟铭佛 说",种,种,"种, 个, 份"
那 人 说 我 七 年 后 会 有 一 <CL> 大 <h>作为</h> 会 吗,那 人 说 我 七 年 后 会 有 一 [MASK] 大 作为 会 吗,番,个,"个, 次, 场"
海鸟 跟 鱼 相爱 只 是 一 <CL> <h>意外</h>,海鸟 跟 鱼 相爱 只 是 一 [MASK] 意外,场,场,"场, 次, 个"
"如果 没有 强大 的 有 公民 意识 的 中产 阶级 的话 , 导致 的 结果 很 可能 不 是 积极 的 <h>治理</h> 而 是 一 <CL> 暴民 治理 。","如果 没有 强大 的 有 公民 意识 的 中产 阶级 的话 , 导致 的 结果 很 可能 不 是 积极 的 治理 而 是 一 [MASK] 暴民 治理 。",个,个,"个, 种, 场"
这 几 天 来 家 里 拜年 送礼 的 较 多 刚才 发现 一 <CL> <h>蒙</h> 牛 纯 牛奶 我 勒个去,这 几 天 来 家 里 拜年 送礼 的 较 多 刚才 发现 一 [MASK] 蒙 牛 纯 牛奶 我 勒个去,箱,瓶,"瓶, 杯, 罐"
今年 照 的 第一 <CL> <h>照片</h> !,今年 照 的 第一 [MASK] 照片 !,张,张,"张, 个, 组"
据说 现在 三 <CL> 之 <h>家</h> 到手 月 收入 在 1W 到 1W5 的 家庭 幸福 指数 最高 。,据说 现在 三 [MASK] 之 家 到手 月 收入 在 1W 到 1W5 的 家庭 幸福 指数 最高 。,口,口,"口, 分, 餐"
"小 明 怎么 都 想 不 出来 , 一 看 答案 只 见 上面 写 的 是 一 <CL> 害羞 的 <h>斑马</h> !","小 明 怎么 都 想 不 出来 , 一 看 答案 只 见 上面 写 的 是 一 [MASK] 害羞 的 斑马 !",匹,匹,"匹, 只, 条"
"连 他 都 这样 说 我 真的 很 伤心 , 我 不 是 没有 反省 我 也 知道 我 说话 不 经过 大脑 , 但是 竟然 没有 一 <CL> <h>人</h> 理解 我 , 真的 很 伤心","连 他 都 这样 说 我 真的 很 伤心 , 我 不 是 没有 反省 我 也 知道 我 说话 不 经过 大脑 , 但是 竟然 没有 一 [MASK] 人 理解 我 , 真的 很 伤心",个,个,"个, 种, 些"
"喝 了 一 <CL> <h>红酒</h> 就 有 点晕 , 我 没有 这么 水货 吧 ?","喝 了 一 [MASK] 红酒 就 有 点晕 , 我 没有 这么 水货 吧 ?",杯,杯,"杯, 口, 下"
20120124 第一 <CL> 这 <h>大半夜</h> 地 。,20120124 第一 [MASK] 这 大半夜 地 。,记,次,"次, 个, 张"
"这个 问题 隔天 被 愤怒 的 斑竹 删掉 了 , 于是 有 人 建议 发贴者 如果 你 觉得 有 气 的话 , 给 斑竹 发 <CL> AIDS <h>病毒</h> 把 他 毒死","这个 问题 隔天 被 愤怒 的 斑竹 删掉 了 , 于是 有 人 建议 发贴者 如果 你 觉得 有 气 的话 , 给 斑竹 发 [MASK] AIDS 病毒 把 他 毒死",个,个,"个, 条, 点"
它 歸類 在 反 物質 Anti Matter 的 那組 照片 中從 第四 <CL> <h>左</h> 二 進去 。,它 歸類 在 反 物質 Anti Matter 的 那組 照片 中從 第四 [MASK] 左 二 進去 。,排,排,"排, 行, 位"
我 各 <CL> <h>圆满</h> 了,我 各 [MASK] 圆满 了,种,位,"位, 个, 种"
我 在 这里 浦东 国际 机场 1 <CL> <h>航站楼</h> 出发 相当 的 奢华,我 在 这里 浦东 国际 机场 1 [MASK] 航站楼 出发 相当 的 奢华,号,号,"号, 楼, 个"
中间 要 行驶 14 <CL> <h>小时</h> 才 能 到 北京,中间 要 行驶 14 [MASK] 小时 才 能 到 北京,个,个,"个, 点, 分"
"男人 , 永远 不 懂得 好好 守护 那 <CL> 跟 自己 同 甘 共苦 的 <h>女人</h> 。","男人 , 永远 不 懂得 好好 守护 那 [MASK] 跟 自己 同 甘 共苦 的 女人 。",个,个,"个, 些, 位"
"好久 没 晒 太阳 了 , 伸 <CL> 懒 <h>腰</h> 晒晒 太阳 , 好 舒服 !","好久 没 晒 太阳 了 , 伸 [MASK] 懒 腰 晒晒 太阳 , 好 舒服 !",个,个,"个, 点, 起"
"家 里 感觉 真 好 , 哈哈 给 大家 拜 <CL> <h>早年</h> ,","家 里 感觉 真 好 , 哈哈 给 大家 拜 [MASK] 早年 ,",个,个,"个, 些, 声"
一 <CL> 没有 爱 过 的 <h>人</h> 是 没有 资格 谈论 爱 的 。,一 [MASK] 没有 爱 过 的 人 是 没有 资格 谈论 爱 的 。,个,个,"个, 位, 群"
有些 人 不 用 付出 就 可以 得到 想要 的 又 有些 人 就算 付出 多 大 也 未 必 能 得到 半個小時 的 淚水 足以 我 訴出 多 年 的 委屈 謝謝媽媽 開學 一 個月 我會 做好 自己 給你 看 算是 爲了 某些 東西去 努力 爭取 一 <CL> <h>嗎</h>,有些 人 不 用 付出 就 可以 得到 想要 的 又 有些 人 就算 付出 多 大 也 未 必 能 得到 半個小時 的 淚水 足以 我 訴出 多 年 的 委屈 謝謝媽媽 開學 一 個月 我會 做好 自己 給你 看 算是 爲了 某些 東西去 努力 爭取 一 [MASK] 嗎,次,下,"下, 番, 些"
IP 地址 的 表示 方法 有 两 <CL> 二进制 和 点 分 十 <h>进制</h> 。,IP 地址 的 表示 方法 有 两 [MASK] 二进制 和 点 分 十 进制 。,种,分,"分, 位, 个"
"只要 衣服 没有 线头 没有 开裂 没有 破损 , 那么 当 男人 看到 一 <CL> 好 身材 <h>贴身</h> 穿 着 它 时 , 他 永远 不 会 去 想 它 是 啥材料 啥品牌 多少 钱 做工 怎样 。","只要 衣服 没有 线头 没有 开裂 没有 破损 , 那么 当 男人 看到 一 [MASK] 好 身材 贴身 穿 着 它 时 , 他 永远 不 会 去 想 它 是 啥材料 啥品牌 多少 钱 做工 怎样 。",幅,个,"个, 件, 副"
分 不 开心 的 一 <CL> <h>晚上</h>,分 不 开心 的 一 [MASK] 晚上,个,个,"个, 位, 件"
今日 细佬 穿 了 <CL> 李民浩 在 城市 猎人 里面 的 类似 风衣 的 <h>衣服</h> 。,今日 细佬 穿 了 [MASK] 李民浩 在 城市 猎人 里面 的 类似 风衣 的 衣服 。,件,件,"件, 套, 个"
"左侧 从下 数 第一 和 二 <CL> <h>肋骨</h> 前面 的 肌肉 一 抽 一 抽 的 疼 , 是 为啥 呢 ?","左侧 从下 数 第一 和 二 [MASK] 肋骨 前面 的 肌肉 一 抽 一 抽 的 疼 , 是 为啥 呢 ?",根,根,"根, 个, 节"
讨厌 一 <CL> <h>人</h> 也许 只 需要 一 瞬间,讨厌 一 [MASK] 人 也许 只 需要 一 瞬间,个,个,"个, 些, 种"
"身价 计算 报告 , 你 现在 的 身价 是 39 万 , 身价 状态 每 年 210 <CL> 的 <h>速度</h> 上涨 快来 算算 你 的 身价 吧 !","身价 计算 报告 , 你 现在 的 身价 是 39 万 , 身价 状态 每 年 210 [MASK] 的 速度 上涨 快来 算算 你 的 身价 吧 !",分,点,"点, 次, 个"
"外面 已经 亮起 灯 , 十月 的 夜晚 , 你 在 归家 路 上 听 着 张楚 的 城市 之 光 穿 过 你 的 城市 , 对面 有 一 <CL> <h>火车</h> 驶过 。","外面 已经 亮起 灯 , 十月 的 夜晚 , 你 在 归家 路 上 听 着 张楚 的 城市 之 光 穿 过 你 的 城市 , 对面 有 一 [MASK] 火车 驶过 。",列,辆,"辆, 列, 班"
就 上面 一 <CL> <h>球</h> 三十五,就 上面 一 [MASK] 球 三十五,个,个,"个, 粒, 圈"
"另外 , 每 月 还 将 有 300 <CL> 自己 微博 的 <h>短信</h> 提醒 , 包括 新 粉丝 新 评论 新 私信 的 通知 。","另外 , 每 月 还 将 有 300 [MASK] 自己 微博 的 短信 提醒 , 包括 新 粉丝 新 评论 新 私信 的 通知 。",条,条,"条, 个, 次"
欢乐 马戏团 之 三 <CL> <h>小丑</h>,欢乐 马戏团 之 三 [MASK] 小丑,个,个,"个, 位, 号"
吃完 这 <CL> <h>开始</h> 减肥 !,吃完 这 [MASK] 开始 减肥 !,碗,些,"些, 个, 样"
"顶 看错 了 , 买 了 <CL> <h>草莓</h> 的 !","顶 看错 了 , 买 了 [MASK] 草莓 的 !",个,个,"个, 些, 点"
"这 <CL> <h>路况</h> 不管 你 伤 得 起 不 , 反正 我 伤 不 起 !","这 [MASK] 路况 不管 你 伤 得 起 不 , 反正 我 伤 不 起 !",种,种,"种, 些, 个"
"昨晚 做 夢夢 到 一 <CL> <h>話沒</h> 有 你 , 地球 會運轉 得 更 快 高士喬 。","昨晚 做 夢夢 到 一 [MASK] 話沒 有 你 , 地球 會運轉 得 更 快 高士喬 。",句,句,"句, 段, 通"
"三十 晚 小 墩竟然 画 了 一 <CL> 完整 的 <h>画</h> , 我 当时 就 泪 奔 了 。","三十 晚 小 墩竟然 画 了 一 [MASK] 完整 的 画 , 我 当时 就 泪 奔 了 。",副,幅,"幅, 张, 副"
小心 6 <CL> 乌龙 <h>搭配</h> 易 引起 疾病 1 海鲜 与 啤酒 搭配 食用 容易 诱发 痛风 。,小心 6 [MASK] 乌龙 搭配 易 引起 疾病 1 海鲜 与 啤酒 搭配 食用 容易 诱发 痛风 。,种,种,"种, 个, 款"
"妈咪 说 抹 <CL> <h>灰</h> 还 喊 累 , 以后 嫁人 怎么 办 。","妈咪 说 抹 [MASK] 灰 还 喊 累 , 以后 嫁人 怎么 办 。",个,口,"口, 面, 手"
没有 一 <CL> <h>阳光</h> 的 天气 真 讨厌,没有 一 [MASK] 阳光 的 天气 真 讨厌,丝,点,"点, 丝, 线"
可能 毁掉 我们 的 十 <CL> <h>东西</h> 一 没有 责任感 的 享乐 二 不 劳 而 获 的 财富 三 没有 是非 观念 的 知识 四 不 道德 的 生意 五 没有 人性 的 科学 六 没有 牺牲 的 崇拜 七随性 而 出 的 暴躁 八 没有 理性 的 盲从九 没有 克制 的 喜欢 十 恣意 付出 的 恋爱 。,可能 毁掉 我们 的 十 [MASK] 东西 一 没有 责任感 的 享乐 二 不 劳 而 获 的 财富 三 没有 是非 观念 的 知识 四 不 道德 的 生意 五 没有 人性 的 科学 六 没有 牺牲 的 崇拜 七随性 而 出 的 暴躁 八 没有 理性 的 盲从九 没有 克制 的 喜欢 十 恣意 付出 的 恋爱 。,样,个,"个, 种, 件"
拜年 了 祝 龙年 顺顺 畅畅 一 <CL> <h>龙</h> !,拜年 了 祝 龙年 顺顺 畅畅 一 [MASK] 龙 !,条,条,"条, 个, 路"
"小 超市 里 前前后后 几 <CL> <h>排队</h> 结账 的 人 , 手 里 都 拿 着 泡面 , 当然 也 包括 我 。","小 超市 里 前前后后 几 [MASK] 排队 结账 的 人 , 手 里 都 拿 着 泡面 , 当然 也 包括 我 。",个,个,"个, 处, 排"
"我 一 <CL> <h>人</h> 跳舞 , 从 清晨 到 日暮 。","我 一 [MASK] 人 跳舞 , 从 清晨 到 日暮 。",个,个,"个, 家, 群"
"试问 有 边 日 会 五 <CL> <h>黑黑</h> , 叫 都 五 应 啊 。","试问 有 边 日 会 五 [MASK] 黑黑 , 叫 都 五 应 啊 。",面,个,"个, 声, 样"
"我 说 喝 了 一 <CL> <h>稀饭</h> , 护士 说 你 这 是 饿 的 胃痛 。","我 说 喝 了 一 [MASK] 稀饭 , 护士 说 你 这 是 饿 的 胃痛 。",碗,口,"口, 碗, 点"
可 见 团结 的 重要 如果 几 <CL> <h>舅</h> 能够 团结 一心 白 家 早 都 兴盛 起来 了 !,可 见 团结 的 重要 如果 几 [MASK] 舅 能够 团结 一心 白 家 早 都 兴盛 起来 了 !,个,个,"个, 位, 家"
"哥俩 好 类 , 来 一 <CL> 类 <h>干杯</h> bofu 拜年","哥俩 好 类 , 来 一 [MASK] 类 干杯 bofu 拜年",口,个,"个, 杯, 张"
55555 介是 肿么 一 <CL> <h>事</h> 嘛 !,55555 介是 肿么 一 [MASK] 事 嘛 !,回,回,"回, 件, 个"
"领到 这么 大 一 <CL> <h>红包</h> , 太 给力 了 !","领到 这么 大 一 [MASK] 红包 , 太 给力 了 !",个,个,"个, 笔, 张"
