new_index,original_sentence,target,top1_prediction,top1_log_probability,top3_predictions,top3_log_probabilities
137,一 <CL> 人 那 木 早 回家 好 冷呐,个,部,-2.274672031402588,"部, 家, 本","-2.2747, -2.3137, -2.3768"
138,"冷 到 发抖 , 但是 打开 衣柜 又 不 想 穿 那件 羽绒服 , 于是 下 一 <CL> 吃 汤圆 , 结果 一 吃 , 顿时 整个 人 火 起来 热 !",楼,件,-1.4387829303741455,"件, 次, 步","-1.4388, -1.6274, -2.0006"
139,地球 上 两 <CL> 人 能 相遇 不 容易 作 不 成 你 的 情人 我 仍 感激,个,个,-0.4237336218357086,"个, 种, 座","-0.4237, -3.1995, -3.2291"
140,"两 <CL> 寂寞 嘅男人 系 度 饮野 , 倾 到 无野 倾 开始 倾 魔兽 世界 为了 部落",个,部,-2.2714929580688477,"部, 家, 本","-2.2715, -2.3118, -2.3937"
141,我 参与 了 想 khuntoria 或 其中 一 <CL> 亲临 快乐 大 本营 ?,员,个,-0.24585922062397003,"个, 种, 项","-0.2459, -2.6857, -3.9139"
142,"2 常州市 武进区 6 <CL> 地块 新年 打头阵 , 土地 出让 向 乡镇 蔓延 。",宗,个,-1.717534065246582,"个, 号, 楼","-1.7175, -1.7220, -2.4114"
143,新手 司机 的 72 <CL> 错误 留 着 等 自己 买车 的 时候 能 用 的 上 。,个,个,-0.9600855708122253,"个, 种, 条","-0.9601, -2.3492, -2.7912"
144,"亲爱 的 们来 听 首 歌 吧 , 一 开始 我 还 以为 是 胡 歌唱 的 确实 挺 好听 的 TVT 但是 带 不 回宫 1 的 那 <CL> 感觉 了 听 哭 了 我 也 不 知道 为何 何晟铭佛 说",种,首,-0.8592018485069275,"首, 种, 段","-0.8592, -1.9767, -2.4059"
145,那 人 说 我 七 年 后 会 有 一 <CL> 大 作为 会 吗,番,个,-0.7802663445472717,"个, 次, 些","-0.7803, -2.8346, -3.0014"
146,海鸟 跟 鱼 相爱 只 是 一 <CL> 意外,场,种,-0.8792890906333923,"种, 个, 次","-0.8793, -1.5642, -2.1466"
147,"如果 没有 强大 的 有 公民 意识 的 中产 阶级 的话 , 导致 的 结果 很 可能 不 是 积极 的 治理 而 是 一 <CL> 暴民 治理 。",个,个,-0.5662305951118469,"个, 种, 些","-0.5662, -1.3027, -2.2938"
148,这 几 天 来 家 里 拜年 送礼 的 较 多 刚才 发现 一 <CL> 蒙 牛 纯 牛奶 我 勒个去,箱,个,-1.1227912902832031,"个, 些, 下","-1.1228, -1.3437, -2.9615"
149,今年 照 的 第一 <CL> 照片 !,张,名,-0.5263051986694336,"名, 次, 位","-0.5263, -2.3996, -3.0765"
150,据说 现在 三 <CL> 之 家 到手 月 收入 在 1W 到 1W5 的 家庭 幸福 指数 最高 。,口,个,-1.372102975845337,"个, 代, 点","-1.3721, -2.1317, -2.6030"
151,"小 明 怎么 都 想 不 出来 , 一 看 答案 只 见 上面 写 的 是 一 <CL> 害羞 的 斑马 !",匹,个,-0.5998109579086304,"个, 张, 篇","-0.5998, -2.9144, -3.1449"
152,"连 他 都 这样 说 我 真的 很 伤心 , 我 不 是 没有 反省 我 也 知道 我 说话 不 经过 大脑 , 但是 竟然 没有 一 <CL> 人 理解 我 , 真的 很 伤心",个,点,-0.5889028310775757,"点, 个, 句","-0.5889, -1.8167, -2.7295"
153,"喝 了 一 <CL> 红酒 就 有 点晕 , 我 没有 这么 水货 吧 ?",杯,个,-2.7407619953155518,"个, 本, 台","-2.7408, -2.7704, -2.8816"
154,20120124 第一 <CL> 这 大半夜 地 。,记,次,-0.8402504324913025,"次, 波, 集","-0.8403, -2.2551, -2.4474"
155,"这个 问题 隔天 被 愤怒 的 斑竹 删掉 了 , 于是 有 人 建议 发贴者 如果 你 觉得 有 气 的话 , 给 斑竹 发 <CL> AIDS 病毒 把 他 毒死",个,个,-0.7013421654701233,"个, 条, 帖","-0.7013, -0.9196, -3.1840"
156,它 歸類 在 反 物質 Anti Matter 的 那組 照片 中從 第四 <CL> 左 二 進去 。,排,名,-2.0896265506744385,"名, 位, 次","-2.0896, -2.3673, -2.5798"
157,我 各 <CL> 圆满 了,种,家,-1.5660040378570557,"家, 位, 分","-1.5660, -2.3732, -2.4600"
158,我 在 这里 浦东 国际 机场 1 <CL> 航站楼 出发 相当 的 奢华,号,号,-0.5887590050697327,"号, 楼, 层","-0.5888, -0.9869, -4.7215"
159,中间 要 行驶 14 <CL> 小时 才 能 到 北京,个,次,-1.8918910026550293,"次, 路, 行","-1.8919, -2.1418, -2.4481"
160,"男人 , 永远 不 懂得 好好 守护 那 <CL> 跟 自己 同 甘 共苦 的 女人 。",个,个,-0.3788776397705078,"个, 些, 颗","-0.3789, -2.1972, -2.6999"
161,"好久 没 晒 太阳 了 , 伸 <CL> 懒 腰 晒晒 太阳 , 好 舒服 !",个,个,-2.0004074573516846,"个, 本, 台","-2.0004, -2.2963, -2.6419"
162,"家 里 感觉 真 好 , 哈哈 给 大家 拜 <CL> 早年 ,",个,个,-0.06110547110438347,"个, 门, 下","-0.0611, -4.1472, -4.2813"
163,一 <CL> 没有 爱 过 的 人 是 没有 资格 谈论 爱 的 。,个,部,-2.274672031402588,"部, 家, 本","-2.2747, -2.3137, -2.3768"
164,有些 人 不 用 付出 就 可以 得到 想要 的 又 有些 人 就算 付出 多 大 也 未 必 能 得到 半個小時 的 淚水 足以 我 訴出 多 年 的 委屈 謝謝媽媽 開學 一 個月 我會 做好 自己 給你 看 算是 爲了 某些 東西去 努力 爭取 一 <CL> 嗎,次,些,-1.1788551807403564,"些, 下, 份","-1.1789, -1.2533, -2.2052"
165,IP 地址 的 表示 方法 有 两 <CL> 二进制 和 点 分 十 进制 。,种,种,-0.01936960406601429,"种, 个, 类","-0.0194, -4.2809, -5.7450"
166,"只要 衣服 没有 线头 没有 开裂 没有 破损 , 那么 当 男人 看到 一 <CL> 好 身材 贴身 穿 着 它 时 , 他 永远 不 会 去 想 它 是 啥材料 啥品牌 多少 钱 做工 怎样 。",幅,件,-0.6663745045661926,"件, 条, 个","-0.6664, -1.6739, -2.0125"
167,分 不 开心 的 一 <CL> 晚上,个,个,-1.543149471282959,"个, 面, 种","-1.5431, -1.9441, -2.4677"
168,今日 细佬 穿 了 <CL> 李民浩 在 城市 猎人 里面 的 类似 风衣 的 衣服 。,件,个,-1.4151926040649414,"个, 本, 家","-1.4152, -1.9645, -3.1221"
169,"左侧 从下 数 第一 和 二 <CL> 肋骨 前面 的 肌肉 一 抽 一 抽 的 疼 , 是 为啥 呢 ?",根,个,-1.5913803577423096,"个, 下, 点","-1.5914, -2.0667, -2.2573"
170,讨厌 一 <CL> 人 也许 只 需要 一 瞬间,个,面,-2.2156357765197754,"面, 本, 家","-2.2156, -2.4485, -2.5075"
171,"身价 计算 报告 , 你 现在 的 身价 是 39 万 , 身价 状态 每 年 210 <CL> 的 速度 上涨 快来 算算 你 的 身价 吧 !",分,点,-1.6691019535064697,"点, 个, 次","-1.6691, -1.8712, -1.9295"
172,"外面 已经 亮起 灯 , 十月 的 夜晚 , 你 在 归家 路 上 听 着 张楚 的 城市 之 光 穿 过 你 的 城市 , 对面 有 一 <CL> 火车 驶过 。",列,个,-0.8039243817329407,"个, 座, 条","-0.8039, -1.7049, -3.2460"
173,就 上面 一 <CL> 球 三十五,个,本,-2.035280704498291,"本, 家, 台","-2.0353, -2.5619, -3.1075"
174,"另外 , 每 月 还 将 有 300 <CL> 自己 微博 的 短信 提醒 , 包括 新 粉丝 新 评论 新 私信 的 通知 。",条,名,-0.9468519687652588,"名, 个, 位","-0.9469, -1.3964, -1.9209"
175,欢乐 马戏团 之 三 <CL> 小丑,个,号,-2.1551380157470703,"号, 个, 集","-2.1551, -2.2290, -2.7157"
176,吃完 这 <CL> 开始 减肥 !,碗,本,-2.3306050300598145,"本, 点, 下","-2.3306, -2.5378, -2.7033"
177,"顶 看错 了 , 买 了 <CL> 草莓 的 !",个,顶,-1.9494704008102417,"顶, 对, 只","-1.9495, -2.0528, -2.6020"
178,"这 <CL> 路况 不管 你 伤 得 起 不 , 反正 我 伤 不 起 !",种,部,-2.2652926445007324,"部, 家, 本","-2.2653, -2.3092, -2.4152"
179,"昨晚 做 夢夢 到 一 <CL> 話沒 有 你 , 地球 會運轉 得 更 快 高士喬 。",句,位,-0.993982195854187,"位, 家, 名","-0.9940, -1.7741, -2.6020"
180,"三十 晚 小 墩竟然 画 了 一 <CL> 完整 的 画 , 我 当时 就 泪 奔 了 。",副,个,-1.0026928186416626,"个, 次, 下","-1.0027, -2.0600, -2.8764"
181,小心 6 <CL> 乌龙 搭配 易 引起 疾病 1 海鲜 与 啤酒 搭配 食用 容易 诱发 痛风 。,种,本,-2.398232936859131,"本, 家, 所","-2.3982, -2.7828, -2.9410"
182,"妈咪 说 抹 <CL> 灰 还 喊 累 , 以后 嫁人 怎么 办 。",个,手,-1.002468466758728,"手, 口, 把","-1.0025, -2.2889, -2.7018"
183,没有 一 <CL> 阳光 的 天气 真 讨厌,丝,家,-2.2797722816467285,"家, 部, 本","-2.2798, -2.3328, -2.3949"
184,可能 毁掉 我们 的 十 <CL> 东西 一 没有 责任感 的 享乐 二 不 劳 而 获 的 财富 三 没有 是非 观念 的 知识 四 不 道德 的 生意 五 没有 人性 的 科学 六 没有 牺牲 的 崇拜 七随性 而 出 的 暴躁 八 没有 理性 的 盲从九 没有 克制 的 喜欢 十 恣意 付出 的 恋爱 。,样,个,-0.7680952548980713,"个, 分, 条","-0.7681, -1.3253, -3.5628"
185,拜年 了 祝 龙年 顺顺 畅畅 一 <CL> 龙 !,条,起,-1.2678287029266357,"起, 路, 家","-1.2678, -2.3673, -2.5081"
186,"小 超市 里 前前后后 几 <CL> 排队 结账 的 人 , 手 里 都 拿 着 泡面 , 当然 也 包括 我 。",个,个,-0.7564422488212585,"个, 家, 次","-0.7564, -1.3590, -2.9171"
187,"我 一 <CL> 人 跳舞 , 从 清晨 到 日暮 。",个,部,-2.271115779876709,"部, 家, 本","-2.2711, -2.2926, -2.4095"
188,"试问 有 边 日 会 五 <CL> 黑黑 , 叫 都 五 应 啊 。",面,个,-1.2732669115066528,"个, 点, 分","-1.2733, -2.6472, -2.8601"
189,"我 说 喝 了 一 <CL> 稀饭 , 护士 说 你 这 是 饿 的 胃痛 。",碗,个,-2.06736159324646,"个, 次, 些","-2.0674, -2.8113, -3.0029"
190,可 见 团结 的 重要 如果 几 <CL> 舅 能够 团结 一心 白 家 早 都 兴盛 起来 了 !,个,个,-0.2186209261417389,"个, 点, 位","-0.2186, -3.4893, -3.5276"
191,"哥俩 好 类 , 来 一 <CL> 类 干杯 bofu 拜年",口,个,-1.0407580137252808,"个, 张, 次","-1.0408, -1.5966, -2.9846"
192,55555 介是 肿么 一 <CL> 事 嘛 !,回,个,-0.8535937070846558,"个, 下, 种","-0.8536, -2.8595, -2.8605"
193,"领到 这么 大 一 <CL> 红包 , 太 给力 了 !",个,个,-1.7238689661026,"个, 块, 张","-1.7239, -2.2505, -2.7645"
194,"就 情爱 而 言 , 最 悲惨 的 不 是 目光 相遇 一 人 停留 一 人 做 着 穿越 而 是 两 <CL> 孤独 脆弱 的 灵魂 电光 火石 相互 催眠 , 而 瞬间 即 醒 。",个,个,-0.340510755777359,"个, 位, 种","-0.3405, -3.3242, -3.5513"
195,哈哈 原来 我们 家 的 家谱 编制 成 一 <CL> 书 了 不错 哈哈,本,个,-0.8108182549476624,"个, 套, 张","-0.8108, -2.0113, -2.3931"
196,"错 , 是 我们 领导 的 嘴 , 尼玛 , 一 <CL> 话 把 我们 的 年终 奖 扣掉 一半",句,句,-1.4415812492370605,"句, 个, 张","-1.4416, -1.5866, -2.1166"
197,好久 没 见 你 了 长大 了 不少 噢 三 <CL> 多 月 了,个,个,-1.875502347946167,"个, 点, 楼","-1.8755, -2.3674, -2.4862"
198,同事 赵 老师 的 父亲 今晨 去世 周三 要 去 参加 葬礼 赵 老师 是 <CL> 非常 好 的 老师 !,个,本,-1.7966070175170898,"本, 个, 只","-1.7966, -2.3596, -2.4020"
199,"大海 里 生活 着 一 <CL> 快乐 的 鲸鱼 , 它 很 爱 干净 , 天天 自己 喷水 洗淋浴 , 大家 纷纷 赞叹 它 多 讲 卫生 啊 !",条,个,-0.43712109327316284,"个, 群, 种","-0.4371, -2.4140, -2.9475"
200,"吃 太 饱 睡 不 着 , 带 着 耳机 却 听到 心跳 , 每 一 <CL> 都 好像 巨人 走 过 颤动 着 身体 。",声,次,-1.5524173974990845,"次, 个, 步","-1.5524, -1.8102, -2.2268"
201,我 崩溃 中 我 见到 了 一 <CL> 集志玲 和 大 话 精于 一身 的 姑娘 妈妈咪 呀 谁 也 无法 阻挡 这 姑娘 了,个,个,-0.7163668870925903,"个, 张, 些","-0.7164, -3.1449, -3.1816"
202,"刚才 梳头 , 不 留神 发现 一 <CL> 不 属于 黑色 的 头发 。",根,个,-1.151329517364502,"个, 下, 点","-1.1513, -1.5236, -2.9647"
203,"同事 都 说 我 是 超人 , 各 <CL> 疯狂 加班 , 我 总是 开玩笑 说 老子 要 加班 还债 , 可 谁 又 能 懂 , 我 是 在 用 工作 填补 自己 心 中 的 孤寂 。",种,位,-0.18419380486011505,"位, 种, 个","-0.1842, -2.4812, -2.8651"
204,第 84 <CL> 奥斯卡 提名 名单 揭晓 雨果 艺术家 领跑,届,家,-1.7164443731307983,"家, 行, 等","-1.7164, -2.6853, -3.3251"
205,这 是 我 今天 说 的 第一 <CL> 话 。,句,个,-1.0488545894622803,"个, 点, 句","-1.0489, -1.8881, -2.6452"
206,"必胜客 我 等 你 的 电话 等 得 好 苦 啊 , 要 我 还是 不 要 我 , 给 <CL> 痛 快点 的 答案 啊 行 啊 ?",个,等,-1.6868329048156738,"等, 个, 点","-1.6868, -1.8446, -2.3924"
207,节奏 超快 这 <CL> 足球 超 好看 但是 好 累 啊,种,个,-2.5059654712677,"个, 本, 面","-2.5060, -2.8242, -3.1959"
208,"你妹 的 , 该 死 的 公司 , 老子 年 后 妥妥 不 伺候 你 了 , 过 春节 连 <CL> 假 都 不 给 批 , 去 死 吧 你 , 疯子 老总",个,环,-2.1244959831237793,"环, 班, 个","-2.1245, -2.1849, -2.4609"
209,"一个 <CL> 孩子 结婚 , 有限 的 住房 已 被 分割 得 不能 再 分 , 老人 自己 在 家中 已 无 一块 清静 的 安身之地 , 又 怎 能 再 筑 起 一个 新 巢 呢 ?",个,部,-2.312124252319336,"部, 家, 本","-2.3121, -2.3130, -2.4389"
210,总算 做掉 一 <CL> 事情 了 光速 爬 去 碎 觉 起床 还 得 去 看 牙医,件,本,-2.736093044281006,"本, 行, 部","-2.7361, -2.7907, -2.8040"
211,分享 了 满 88 <CL> 申通 黑 巫女 蕾丝 手链 戒指 套装 女 腕饰 手绳 复古 饰品 2800,包,分,-1.0376282930374146,"分, 条, 个","-1.0376, -1.9502, -2.6138"
212,"新年 第一 天 , 一 <CL> 朋友 窝 在 我 家 看 电影 , 感觉 还 不错 。",群,个,-1.8952782154083252,"个, 家, 本","-1.8953, -1.9743, -2.5752"
213,"美国 的 一 <CL> 新 研究 发现 , 吃 苹果 可以 促进 神经 细胞 相互 传递 信息 , 降低 老年 痴呆症 的 发病率 。",项,个,-0.7490164041519165,"个, 些, 项","-0.7490, -1.6525, -3.0049"
214,自己 家里人 吃饭 都 能 喝 多 不 就 是 斗鸡眼 么敷 <CL> 泥巴 的 时间 也 不 能 浪费 乡村 小姐妹 感情 深,个,个,-1.870783805847168,"个, 面, 种","-1.8708, -2.5020, -2.5162"
215,"我 就 开 10 <CL> 树洞 , 说 的 也 还 是 这些 事儿 。",个,个,-1.2317345142364502,"个, 点, 次","-1.2317, -2.3960, -2.6759"
216,"反 嘴 之 什麼什 麼沒聽清 , 然後 看到 一 <CL> 事問 , 那 女 的 想幹嗎 , 結果 那 女人 跑 的 比 兔子 還快 我 看 她 是 不 想 在 東泰 混 了 。",管,些,-2.49411940574646,"些, 下, 堆","-2.4941, -2.5519, -2.5867"
217,每 一 <CL> 的 煎熬 !,次,部,-2.2349283695220947,"部, 家, 本","-2.2349, -2.2813, -2.3863"
218,"猴哥 的 同学 说 她 哥哥 以前 跟 我 同班 , 她 说 她 哥哥 说 我 超 有 气质 , 心 里 五 <CL> 杂陈 , 记得 也 这样 说 过 , 好 想 问 一下 我 现在 是 不 是 毁 了",味,分,-0.7539099454879761,"分, 个, 点","-0.7539, -1.6156, -2.6965"
219,2011 快乐 女声 长沙 唱区 预选赛 第二 <CL> 0092 刘忻 2011 快乐 女声 可 选 原 画 清晰度 分享自,场,轮,-0.8798590302467346,"轮, 名, 季","-0.8799, -0.9931, -2.2758"
220,"赖声川 透露 , 谢娜 将 在 今年 回归 暗恋 桃花源 的 舞台 , 同时 还 将 出演 他 的 另外 一 <CL> 喜剧",部,部,-0.6766058206558228,"部, 个, 位","-0.6766, -1.5957, -2.4996"
221,"肿得 像 猪蹄 , 还 裹 了 一 <CL> 像 粪便 的 药 。",层,层,-1.1069402694702148,"层, 个, 块","-1.1069, -1.7662, -1.9673"
222,iphone 不 只 是 一 <CL> 手机 !,台,款,-0.8843207359313965,"款, 部, 个","-0.8843, -1.5453, -2.0706"
223,"2011 的 最后 一 天 , 这里 的 天气 还 跟 往年 一 <CL> 恶劣 !",样,样,-0.0035090548917651176,"样, 般, 起","-0.0035, -6.4808, -7.4307"
224,银行 被 疑 泄露 个人 信息 客户 资料 在 内部 几乎 透明 你 有 没 有 被 各 <CL> 垃圾 信息 推销 电话 轰炸 的 经历 ?,类,种,-0.49015921354293823,"种, 位, 个","-0.4902, -2.1628, -2.6177"
225,"雨 中 散步 , 一 <CL> 多么 陌生 而 又 熟悉 的 记忆 。",种,路,-1.0363779067993164,"路, 次, 般","-1.0364, -2.3064, -2.8301"
226,兔泽 又 多 了 <CL> 功能 set up 无线 打印机 呢 。,个,次,-1.8412998914718628,"次, 个, 家","-1.8413, -2.3803, -2.5660"
227,"熬 了 一 <CL> 通宵 白天 上班 , 还 说 回来 试试 昨天 捣腾 来 的 小 红 裙 就 碎 叫 结果 一 打开 衣柜 , 衣柜 崩溃 啊 !",个,个,-2.3272504806518555,"个, 等, 家","-2.3273, -2.6940, -2.9843"
228,明天 起床 希望 我 的 手机 就 变 出来 了 亲 你 生日 许愿 的 时候 分 我 一 <CL> 愿望 保佑 我 新 手机 早日 到手 亲 记得 喔亲,个,张,-1.404778242111206,"张, 个, 块","-1.4048, -1.6375, -2.0090"
229,在 首尔 迎来 2012 D3 路口 的 食店 貌似 不少 韩剧 中 的 男 二 会 经营 一 <CL> 这样 的 小资 餐馆,家,家,-0.6085906028747559,"家, 些, 间","-0.6086, -1.9389, -2.0838"
230,Home sweet home 上 <CL> 回来 是 什么 时候 ?,次,个,-2.33833909034729,"个, 行, 台","-2.3383, -2.6279, -2.6757"
231,今天 开 了 一 天 的 三 <CL> 车手 都 被 抖麻 了,缸,餐,-1.6335359811782837,"餐, 个, 点","-1.6335, -1.8932, -2.3048"
232,"始建 于 1958年 的 鞍钢 冷轧 板 厂 , 是 我国 第一 <CL> 冷轧 薄板 生产 厂家 。",个,家,-0.1877048909664154,"家, 所, 个","-0.1877, -2.7588, -2.8291"
233,"感谢 胖虎 一直 欺负 我 小 夫 一直 向 我 炫耀 , 让 我 和 阿梦 患难 见 真 情 对 不 起 静香 , 我 的 心 里 只 能 装下 阿 梦 一 <CL> 人 。",个,个,-0.7215320467948914,"个, 样, 片","-0.7215, -2.9354, -3.0091"
234,重温 了 一 <CL> 寂静岭 经典 还 是 经典 啊,遍,个,-2.1476027965545654,"个, 本, 次","-2.1476, -2.3096, -2.3125"
235,啊 哈哈哈哈 哪 <CL> 好看 ?,个,个,-0.1464078277349472,"个, 位, 些","-0.1464, -3.3230, -4.1813"
236,"也 对 , 那 <CL> 知名 人士 会 天天 刷微博来 责骂 其他 艺人 及 粉丝 包括 自己 的",个,个,-0.7935159206390381,"个, 些, 样","-0.7935, -1.1639, -2.9715"
237,贱贱 的 过 完 年 了 我 的 小 脸 圆润 了 一 <CL> b 是喜 还 是 悲好,圈,些,-1.1600077152252197,"些, 点, 圈","-1.1600, -1.3754, -1.9733"
238,"恶心 的 东西 我 见 多 了 , 你们 算 <CL> 毛啊",个,个,-0.4740908443927765,"个, 盘, 座","-0.4741, -2.2626, -3.1332"
239,"作为 一 <CL> 公民 , 有 权 对 法官 审判 的 公正 作 一下 质疑 , 有 权 对 本 案 中 司法 的 独立性 作出 更 大 的 质疑 。",个,名,-0.5252002477645874,"名, 个, 位","-0.5252, -1.1440, -2.5609"
240,记得 这 <CL> 照片 吗 ?,张,记,-2.353713274002075,"记, 个, 本","-2.3537, -2.4399, -2.6699"
241,家乐福 停车 已经 停到 上去 的 那 <CL> 坡 啦 !,个,个,-0.5804283618927002,"个, 条, 辆","-0.5804, -3.0167, -3.0530"
242,我 是 <CL> 不 好 的 人 啊 鄙视,个,本,-1.8526160717010498,"本, 个, 家","-1.8526, -2.1853, -2.8421"
243,我 前 两 <CL> 微博 纯 属 屁憋 的 。,条,个,-1.2676347494125366,"个, 次, 家","-1.2676, -2.2817, -2.6898"
244,"传说 如果 找到 四 <CL> 小叶 的 幸运 草 , 就 能 许愿 , 使 愿望 成真 。",片,个,-0.8123540878295898,"个, 位, 条","-0.8124, -2.2743, -2.4762"
245,"赶 在 生日 前 , 希望 能 用心 的 做出 <CL> 像样 的 成品 。",个,所,-0.7166354656219482,"所, 点, 手","-0.7166, -2.7508, -2.8299"
246,"你 是 记忆 中 最 美 的 一 天 , 遗忘 的 或许 会 是 一 <CL> 漫长 等待 的 未来 岁月 。",个,个,-0.6418400406837463,"个, 种, 段","-0.6418, -2.2149, -2.4747"
247,对付 一 <CL> 人 最 好 的 办法 就 是 置之不理 。,个,般,-1.4181644916534424,"般, 手, 家","-1.4182, -2.2932, -2.3842"
248,"沃嘉 旅游 厦门 的 悠闲 与 懒散 最 合 小资 胃口 , 鼓浪屿 尤其 是 <CL> 世外 桃源 。",个,对,-1.0602355003356934,"对, 下, 个","-1.0602, -2.9263, -2.9960"
249,"洛 卡 松 了 口 气 , 这 <CL> 话 他 一直 藏 在 心中 , 现在 说 出来 了 , 他 觉得 自己 死 也 没有 什么 遣 憾 了 。",句,次,-0.9517302513122559,"次, 个, 样","-0.9517, -1.6942, -2.3345"
250,"明天 5 点 那 <CL> 西班牙 国王 杯 的 14 决赛 , 哪 有 转播 吗 ?",场,点,-1.6388282775878906,"点, 个, 本","-1.6388, -2.1771, -2.5883"
251,厦门 也 挺 冷 的 中午 的 当归 米 酒 两 <CL> 下去 这 会 好 头疼,口,杯,-0.5434276461601257,"杯, 碗, 瓶","-0.5434, -1.8889, -2.7416"
252,"一 <CL> 怒火 熊熊 燃烧 , 幸好 有 人 及时 帮 我 浇灭 , tmd 的 已 到 家",团,部,-2.274672031402588,"部, 家, 本","-2.2747, -2.3137, -2.3768"
253,各 <CL> 打架 梦 。,种,部,-2.266786813735962,"部, 家, 本","-2.2668, -2.3141, -2.3853"
254,过 年 啦 这 <CL> 双子 的 宝贝 很 幽默 弄 得 我们 大家 都 笑哈哈,位,对,-2.385687828063965,"对, 家, 节","-2.3857, -2.6719, -2.6954"
255,我 刚 在 MOKO 美空网 发布 了 一 <CL> 新 展示 服装 片杜 达 女装,组,个,-1.1139509677886963,"个, 篇, 些","-1.1140, -1.6834, -2.6201"
256,上传 了 12 <CL> 照片 到 相册 SNSD,张,本,-1.8571805953979492,"本, 个, 下","-1.8572, -2.2649, -2.8655"
